country,iso3,region,HealthExpPC.Govt.exch,HealthExpPC.Tot.ppp,HealthExpPC.Govt.ppp,HealthExpPC.Tot.exch,total,govt,private,sex,lifeexp.Birth,lifeexp.At60,smoking.tobacco.current,smoking.tobacco.daily,smoking.cig.current,smoking.cig.daily,Pop.Total,Pop.MedAge,Pop.pCntUnder15,Pop.pCntOver60,Pop.pCntAnnGrowth,consumption.cigPC,hiv_prev15_49
Kuwait,KWT,EMR,1232.96,1308.67,1075.35,1500.49,1308.67,1075.35,233.32,BTSX,80,23,19,17,16,13,3250,28.95,24.9,3.8,-3.9,1812,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lao,LAO,WPR,18.11,77.94,38.42,36.74,77.94,38.42,39.52,BTSX,68,17,28,23,25,20,6646,21.02,35.61,5.76,-1.9,435,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lao,LAO,WPR,18.11,77.94,38.42,36.74,77.94,38.42,39.52,MLE,66,16,51,43,47,38,6646,21.02,35.61,5.76,-1.9,435,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lao,LAO,WPR,18.11,77.94,38.42,36.74,77.94,38.42,39.52,FMLE,69,18,4,3,3,2,6646,21.02,35.61,5.76,-1.9,435,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,EMR,158.65,923.79,235.61,622.03,923.79,235.61,688.18,FMLE,76,20,31,31,31,31,4647,29.4,21.64,12.03,-3.7,2138,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,EMR,158.65,923.79,235.61,622.03,923.79,235.61,688.18,BTSX,74,18,39,37,38,36,4647,29.4,21.64,12.03,-3.7,2138,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,EMR,158.65,923.79,235.61,622.03,923.79,235.61,688.18,MLE,72,17,46,43,46,42,4647,29.4,21.64,12.03,-3.7,2138,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,AFR,17.34,112.42,35.52,54.9,112.42,35.52,76.9,MLE,58,15,14,12,11,8,4190,18.43,43.06,4.76,-2.7,113,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,AFR,17.34,112.42,35.52,54.9,112.42,35.52,76.9,FMLE,60,16,NA,NA,NA,NA,4190,18.43,43.06,4.76,-2.7,113,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,AFR,17.34,112.42,35.52,54.9,112.42,35.52,76.9,BTSX,59,16,NA,NA,NA,NA,4190,18.43,43.06,4.76,-2.7,113,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Libyan Arab Jamahiriya,LBY,EMR,273.72,340.81,234.46,397.88,340.81,234.46,106.35,FMLE,74,21,0,0,0,0,6155,26.25,29.45,6.96,-0.8,818,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Libyan Arab Jamahiriya,LBY,EMR,273.72,340.81,234.46,397.88,340.81,234.46,106.35,MLE,58,17,47,45,42,39,6155,26.25,29.45,6.96,-0.8,818,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Libyan Arab Jamahiriya,LBY,EMR,273.72,340.81,234.46,397.88,340.81,234.46,106.35,BTSX,65,19,24,23,21,20,6155,26.25,29.45,6.96,-0.8,818,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,LCA,AMR,243.14,674.87,325.95,503.42,674.87,325.95,348.92,FMLE,79,23,12,10,9,8,181,30.17,24.31,12.13,-1.1,249,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,LCA,AMR,243.14,674.87,325.95,503.42,674.87,325.95,348.92,BTSX,75,21,20,19,17,15,181,30.17,24.31,12.13,-1.1,249,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,LCA,AMR,243.14,674.87,325.95,503.42,674.87,325.95,348.92,MLE,71,19,28,27,24,23,181,30.17,24.31,12.13,-1.1,249,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,SEAR,43.11,191.36,85.44,96.55,191.36,85.44,105.92,BTSX,75,20,14,11,11,8,21098,31.12,25.15,12.4,-0.8,195,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,SEAR,43.11,191.36,85.44,96.55,191.36,85.44,105.92,FMLE,78,22,0,0,0,0,21098,31.12,25.15,12.4,-0.8,195,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,SEAR,43.11,191.36,85.44,96.55,191.36,85.44,105.92,MLE,71,18,27,21,21,16,21098,31.12,25.15,12.4,-0.8,195,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,AFR,104.52,218.78,162.06,141.1,218.78,162.06,56.72,FMLE,50,17,NA,NA,NA,NA,2052,20.53,36.75,6.31,-1.1,62,23.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,AFR,104.52,218.78,162.06,141.1,218.78,162.06,56.72,BTSX,50,16,NA,NA,NA,NA,2052,20.53,36.75,6.31,-1.1,62,23.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,AFR,104.52,218.78,162.06,141.1,218.78,162.06,56.72,MLE,49,15,NA,NA,NA,NA,2052,20.53,36.75,6.31,-1.1,62,23.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,624.53,1337.01,953.88,875.38,1337.01,953.88,383.13,FMLE,79,23,22,15,22,15,3028,39.09,15.13,20.57,0.5,804,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,624.53,1337.01,953.88,875.38,1337.01,953.88,383.13,BTSX,74,20,36,28,36,28,3028,39.09,15.13,20.57,0.5,804,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,624.53,1337.01,953.88,875.38,1337.01,953.88,383.13,MLE,68,17,50,42,50,42,3028,39.09,15.13,20.57,0.5,804,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,7413.74,6876.09,5794.45,8797.64,6876.09,5794.45,1081.64,BTSX,82,24,NA,NA,NA,NA,524,39,17.46,19.15,-1.5,928,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,7413.74,6876.09,5794.45,8797.64,6876.09,5794.45,1081.64,MLE,79,22,NA,NA,NA,NA,524,39,17.46,19.15,-1.5,928,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,7413.74,6876.09,5794.45,8797.64,6876.09,5794.45,1081.64,FMLE,84,26,NA,NA,NA,NA,524,39,17.46,19.15,-1.5,928,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,491.53,1178.68,689,840.88,1178.68,689,489.68,MLE,69,16,50,43,50,43,2060,41.44,14.57,24.24,0.6,785,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,491.53,1178.68,689,840.88,1178.68,689,489.68,BTSX,74,20,36,29,36,29,2060,41.44,14.57,24.24,0.6,785,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,491.53,1178.68,689,840.88,1178.68,689,489.68,FMLE,78,22,22,15,22,15,2060,41.44,14.57,24.24,0.6,785,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,EMR,63.85,303.56,104.27,185.89,303.56,104.27,199.29,MLE,70,17,33,30,28,25,32521,26.7,27.85,7.61,-1.4,500,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,EMR,63.85,303.56,104.27,185.89,303.56,104.27,199.29,FMLE,74,20,2,2,2,2,32521,26.7,27.85,7.61,-1.4,500,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,EMR,63.85,303.56,104.27,185.89,303.56,104.27,199.29,BTSX,72,18,18,16,15,14,32521,26.7,27.85,7.61,-1.4,500,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,EUR,6333.57,5913.2,5236.88,7151.52,5913.2,5236.88,676.32,BTSX,82,25,NA,NA,NA,NA,38,NA,18.26,23.82,-2.7,1038,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,EUR,6333.57,5913.2,5236.88,7151.52,5913.2,5236.88,676.32,MLE,79,23,NA,NA,NA,NA,38,NA,18.26,23.82,-2.7,1038,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,EUR,6333.57,5913.2,5236.88,7151.52,5913.2,5236.88,676.32,FMLE,85,27,NA,NA,NA,NA,38,NA,18.26,23.82,-2.7,1038,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,EUR,101.92,385.55,175.75,223.58,385.55,175.75,209.8,BTSX,71,18,24,20,24,20,3514,35.61,16.52,16.72,0.8,2479,0.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,EUR,101.92,385.55,175.75,223.58,385.55,175.75,209.8,FMLE,75,19,5,4,5,4,3514,35.61,16.52,16.72,0.8,2479,0.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,EUR,101.92,385.55,175.75,223.58,385.55,175.75,209.8,MLE,67,15,43,37,43,37,3514,35.61,16.52,16.72,0.8,2479,0.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,AFR,11.98,39.55,24.96,18.98,39.55,24.96,14.59,MLE,65,18,NA,NA,NA,NA,22294,18.3,42.72,4.45,-2.8,260,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,AFR,11.98,39.55,24.96,18.98,39.55,24.96,14.59,BTSX,66,18,NA,NA,NA,NA,22294,18.3,42.72,4.45,-2.8,260,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,AFR,11.98,39.55,24.96,18.98,39.55,24.96,14.59,FMLE,68,19,NA,NA,NA,NA,22294,18.3,42.72,4.45,-2.8,260,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,SEAR,241.99,759.66,337.46,544.74,759.66,337.46,422.2,FMLE,78,20,11,9,7,5,338,24.53,29.03,6.65,-1.8,170,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,SEAR,241.99,759.66,337.46,544.74,759.66,337.46,422.2,MLE,76,20,43,38,36,30,338,24.53,29.03,6.65,-1.8,170,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,SEAR,241.99,759.66,337.46,544.74,759.66,337.46,422.2,BTSX,77,20,27,24,21,18,338,24.53,29.03,6.65,-1.8,170,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,AMR,306.39,940.1,464.86,619.62,940.1,464.86,475.24,BTSX,75,21,16,8,16,8,121000,26.64,29.02,9.18,-1.7,371,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,AMR,306.39,940.1,464.86,619.62,940.1,464.86,475.24,FMLE,78,22,8,4,7,4,121000,26.64,29.02,9.18,-1.7,371,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,AMR,306.39,940.1,464.86,619.62,940.1,464.86,475.24,MLE,72,20,24,12,24,12,121000,26.64,29.02,9.18,-1.7,371,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,WPR,436.53,383.49,319.34,524.23,383.49,319.34,64.15,BTSX,60,12,21,17,21,17,53,NA,30.1,8.84,-1.9,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,WPR,436.53,383.49,319.34,524.23,383.49,319.34,64.15,FMLE,60,12,7,4,7,4,53,NA,30.1,8.84,-1.9,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,WPR,436.53,383.49,319.34,524.23,383.49,319.34,64.15,MLE,59,13,36,30,36,30,53,NA,30.1,8.84,-1.9,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,MKD,EUR,204.95,789.4,484.72,333.77,789.4,484.72,304.68,BTSX,75,19,NA,NA,NA,NA,2106,36.79,16.89,17.56,-0.1,1934,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,MKD,EUR,204.95,789.4,484.72,333.77,789.4,484.72,304.68,MLE,73,18,NA,NA,NA,NA,2106,36.79,16.89,17.56,-0.1,1934,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,MKD,EUR,204.95,789.4,484.72,333.77,789.4,484.72,304.68,FMLE,77,20,NA,NA,NA,NA,2106,36.79,16.89,17.56,-0.1,1934,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,AFR,20.25,73.24,33.27,44.57,73.24,33.27,39.97,FMLE,53,14,2,2,0,0,14854,16.39,47.14,4.29,-3,127,1.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,AFR,20.25,73.24,33.27,44.57,73.24,33.27,39.97,MLE,50,13,28,26,22,19,14854,16.39,47.14,4.29,-3,127,1.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,AFR,20.25,73.24,33.27,44.57,73.24,33.27,39.97,BTSX,51,14,15,14,11,10,14854,16.39,47.14,4.29,-3,127,1.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,EUR,1213.79,2443.2,1563.3,1896.95,2443.2,1563.3,879.9,MLE,79,22,30,26,30,26,428,40.65,14.98,22.87,-0.5,1378,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,EUR,1213.79,2443.2,1563.3,1896.95,2443.2,1563.3,879.9,FMLE,82,24,21,18,21,18,428,40.65,14.98,22.87,-0.5,1378,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,EUR,1213.79,2443.2,1563.3,1896.95,2443.2,1563.3,879.9,BTSX,80,23,26,22,26,22,428,40.65,14.98,22.87,-0.5,1378,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,SEAR,2.92,27.86,3.61,22.54,27.86,3.61,24.25,MLE,63,16,40,31,35,26,52797,28.62,25.28,8.15,-0.8,189,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,SEAR,2.92,27.86,3.61,22.54,27.86,3.61,24.25,BTSX,65,17,24,18,20,15,52797,28.62,25.28,8.15,-0.8,189,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,SEAR,2.92,27.86,3.61,22.54,27.86,3.61,24.25,FMLE,67,17,8,6,5,4,52797,28.62,25.28,8.15,-0.8,189,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,EUR,444.57,1253.57,839.68,663.71,1253.57,839.68,413.89,BTSX,76,20,NA,NA,NA,NA,621,36.82,19.01,18.58,0,2157,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,EUR,444.57,1253.57,839.68,663.71,1253.57,839.68,413.89,FMLE,78,21,NA,NA,NA,NA,621,36.82,19.01,18.58,0,2157,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,EUR,444.57,1253.57,839.68,663.71,1253.57,839.68,413.89,MLE,73,18,NA,NA,NA,NA,621,36.82,19.01,18.58,0,2157,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,WPR,92.11,250.5,143.58,160.7,250.5,143.58,106.92,FMLE,73,19,6,5,6,5,2796,26.4,27.05,5.8,-1.5,555,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,WPR,92.11,250.5,143.58,160.7,250.5,143.58,106.92,MLE,64,15,48,42,48,42,2796,26.4,27.05,5.8,-1.5,555,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,WPR,92.11,250.5,143.58,160.7,250.5,143.58,106.92,BTSX,68,17,27,24,27,24,2796,26.4,27.05,5.8,-1.5,555,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,AFR,14.7,64.67,26.98,35.22,64.67,26.98,37.69,FMLE,53,17,2,1,1,0,25203,17.26,45.38,5.01,-2.5,200,11.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,AFR,14.7,64.67,26.98,35.22,64.67,26.98,37.69,MLE,52,16,18,13,16,12,25203,17.26,45.38,5.01,-2.5,200,11.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,AFR,14.7,64.67,26.98,35.22,64.67,26.98,37.69,BTSX,53,16,10,7,9,6,25203,17.26,45.38,5.01,-2.5,200,11.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,AFR,34.95,128.92,78.08,57.71,128.92,78.08,50.84,MLE,57,14,29,27,24,20,3796,19.71,40.22,4.94,-2.5,86,1.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,AFR,34.95,128.92,78.08,57.71,128.92,78.08,50.84,BTSX,59,14,17,15,12,10,3796,19.71,40.22,4.94,-2.5,86,1.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,AFR,34.95,128.92,78.08,57.71,128.92,78.08,50.84,FMLE,60,15,4,3,0,0,3796,19.71,40.22,4.94,-2.5,86,1.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,AFR,205.33,841.95,338.97,510,841.95,338.97,502.98,BTSX,74,20,16,13,16,13,1240,34.18,20.17,13.23,-0.4,787,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,AFR,205.33,841.95,338.97,510,841.95,338.97,502.98,FMLE,78,22,2,1,2,1,1240,34.18,20.17,13.23,-0.4,787,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,AFR,205.33,841.95,338.97,510,841.95,338.97,502.98,MLE,70,18,31,24,31,24,1240,34.18,20.17,13.23,-0.4,787,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,AFR,22.71,76.99,56.53,30.93,76.99,56.53,20.46,BTSX,58,17,15,11,12,9,15906,17.06,45.44,4.92,-2.9,48,10
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,AFR,22.71,76.99,56.53,30.93,76.99,56.53,20.46,MLE,57,16,26,20,23,17,15906,17.06,45.44,4.92,-2.9,48,10
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,AFR,22.71,76.99,56.53,30.93,76.99,56.53,20.46,FMLE,58,18,4,3,2,1,15906,17.06,45.44,4.92,-2.9,48,10
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,WPR,158.05,558.58,255.16,346.01,558.58,255.16,303.42,MLE,72,18,50,41,46,36,29240,26.99,26.65,8.21,-1.7,539,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,WPR,158.05,558.58,255.16,346.01,558.58,255.16,303.42,FMLE,76,20,2,2,2,1,29240,26.99,26.65,8.21,-1.7,539,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,WPR,158.05,558.58,255.16,346.01,558.58,255.16,303.42,BTSX,74,19,26,21,24,19,29240,26.99,26.65,8.21,-1.7,539,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,AFR,161.43,364.8,208.18,282.88,364.8,208.18,156.62,BTSX,65,18,20,15,18,13,2259,20.94,36.59,5.38,-1.8,534,13.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,AFR,161.43,364.8,208.18,282.88,364.8,208.18,156.62,FMLE,66,19,9,7,8,6,2259,20.94,36.59,5.38,-1.8,534,13.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,AFR,161.43,364.8,208.18,282.88,364.8,208.18,156.62,MLE,64,17,30,24,28,21,2259,20.94,36.59,5.38,-1.8,534,13.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,AFR,11.09,39.32,21.68,20.11,39.32,21.68,17.64,BTSX,56,14,5,3,4,2,17157,15.04,49.99,4.26,-3.8,52,0.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,AFR,11.09,39.32,21.68,20.11,39.32,21.68,17.64,FMLE,57,14,0,0,0,0,17157,15.04,49.99,4.26,-3.8,52,0.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,AFR,11.09,39.32,21.68,20.11,39.32,21.68,17.64,MLE,55,14,9,6,7,5,17157,15.04,49.99,4.26,-3.8,52,0.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,AFR,29.19,139.45,51.17,79.56,139.45,51.17,88.28,BTSX,53,16,7,5,4,3,169000,17.84,44.23,4.49,-3,116,3.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,AFR,29.19,139.45,51.17,79.56,139.45,51.17,88.28,FMLE,54,16,3,2,0,0,169000,17.84,44.23,4.49,-3,116,3.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,AFR,29.19,139.45,51.17,79.56,139.45,51.17,88.28,MLE,52,15,10,8,8,5,169000,17.84,44.23,4.49,-3,116,3.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,AMR,67.84,295.64,160.48,124.98,295.64,160.48,135.16,BTSX,73,21,NA,NA,NA,NA,5992,22.74,33.37,6.59,-1.5,377,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,AMR,67.84,295.64,160.48,124.98,295.64,160.48,135.16,FMLE,76,22,NA,NA,NA,NA,5992,22.74,33.37,6.59,-1.5,377,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,AMR,67.84,295.64,160.48,124.98,295.64,160.48,135.16,MLE,70,19,NA,NA,NA,NA,5992,22.74,33.37,6.59,-1.5,377,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Niue,NIU,WPR,2171.13,3162.53,3135.94,2189.54,3162.53,3135.94,26.59,MLE,65,16,NA,NA,NA,NA,1,NA,30.61,9.07,0,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
