country,iso3,region,HealthExpPC.Govt.exch,HealthExpPC.Tot.ppp,HealthExpPC.Govt.ppp,HealthExpPC.Tot.exch,total,govt,private,sex,lifeexp.Birth,lifeexp.At60,smoking.tobacco.current,smoking.tobacco.daily,smoking.cig.current,smoking.cig.daily,Pop.Total,Pop.MedAge,Pop.pCntUnder15,Pop.pCntOver60,Pop.pCntAnnGrowth,consumption.cigPC,hiv_prev15_49
Niue,NIU,WPR,2171.13,3162.53,3135.94,2189.54,3162.53,3135.94,26.59,FMLE,82,25,NA,NA,NA,NA,1,NA,30.61,9.07,0,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Niue,NIU,WPR,2171.13,3162.53,3135.94,2189.54,3162.53,3135.94,26.59,BTSX,72,20,NA,NA,NA,NA,1,NA,30.61,9.07,0,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,EUR,5135.6,5122.55,4388.22,5994.99,5122.55,4388.22,734.33,MLE,79,22,31,23,28,26,16714,41.47,17.21,23.02,-0.3,801,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,EUR,5135.6,5122.55,4388.22,5994.99,5122.55,4388.22,734.33,BTSX,81,24,29,22,25,23,16714,41.47,17.21,23.02,-0.3,801,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,EUR,5135.6,5122.55,4388.22,5994.99,5122.55,4388.22,734.33,FMLE,83,25,26,21,22,20,16714,41.47,17.21,23.02,-0.3,801,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,EUR,7696.93,5673.76,4859.16,8987.26,5673.76,4859.16,814.6,BTSX,81,24,30,20,30,20,4994,38.88,18.64,21.41,-1,534,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,EUR,7696.93,5673.76,4859.16,8987.26,5673.76,4859.16,814.6,MLE,79,22,31,20,31,20,4994,38.88,18.64,21.41,-1,534,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,EUR,7696.93,5673.76,4859.16,8987.26,5673.76,4859.16,814.6,FMLE,83,26,28,19,28,19,4994,38.88,18.64,21.41,-1,534,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,SEAR,12.98,68.33,26.86,33,68.33,26.86,41.47,BTSX,68,17,32,28,29,25,27474,22.02,35.58,7.65,-1.2,420,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,SEAR,12.98,68.33,26.86,33,68.33,26.86,41.47,FMLE,69,18,29,25,28,25,27474,22.02,35.58,7.65,-1.2,420,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,SEAR,12.98,68.33,26.86,33,68.33,26.86,41.47,MLE,67,16,36,30,30,24,27474,22.02,35.58,7.65,-1.2,420,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,WPR,592.4,239.7,207.83,683.25,239.7,207.83,31.87,BTSX,71,17,49,47,49,47,10,NA,30.1,8.84,0,626,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,WPR,592.4,239.7,207.83,683.25,239.7,207.83,31.87,FMLE,76,19,50,50,50,50,10,NA,30.1,8.84,0,626,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,WPR,592.4,239.7,207.83,683.25,239.7,207.83,31.87,MLE,68,14,49,44,49,44,10,NA,30.1,8.84,0,626,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,WPR,3050.58,3032.66,2523.81,3665.63,3032.66,2523.81,508.85,MLE,79,23,27,21,27,21,4460,36.85,20.26,19.01,-1,579,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,WPR,3050.58,3032.66,2523.81,3665.63,3032.66,2523.81,508.85,FMLE,83,26,24,19,24,19,4460,36.85,20.26,19.01,-1,579,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,WPR,3050.58,3032.66,2523.81,3665.63,3032.66,2523.81,508.85,BTSX,81,25,25,20,25,20,4460,36.85,20.26,19.01,-1,579,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,EMR,483.39,684.97,553.54,598.16,684.97,553.54,131.43,FMLE,76,19,0,0,0,0,3314,25.88,24.19,3.99,-9.1,852,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,EMR,483.39,684.97,553.54,598.16,684.97,553.54,131.43,MLE,70,15,12,7,9,5,3314,25.88,24.19,3.99,-9.1,852,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,EMR,483.39,684.97,553.54,598.16,684.97,553.54,131.43,BTSX,72,17,6,4,5,3,3314,25.88,24.19,3.99,-9.1,852,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,EMR,8.02,69.35,18.74,29.7,69.35,18.74,50.61,FMLE,68,18,6,5,3,2,179000,22.23,34.31,6.44,-1.7,468,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,EMR,8.02,69.35,18.74,29.7,69.35,18.74,50.61,MLE,66,17,34,29,28,22,179000,22.23,34.31,6.44,-1.7,468,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,EMR,8.02,69.35,18.74,29.7,69.35,18.74,50.61,BTSX,67,18,20,17,15,12,179000,22.23,34.31,6.44,-1.7,468,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,AMR,474.18,1283.76,866.4,702.6,1283.76,866.4,417.36,BTSX,77,23,11,NA,NA,NA,3802,27.64,28.65,10.13,-1.6,197,0.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,AMR,474.18,1283.76,866.4,702.6,1283.76,866.4,417.36,FMLE,80,24,4,NA,NA,NA,3802,27.64,28.65,10.13,-1.6,197,0.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,AMR,474.18,1283.76,866.4,702.6,1283.76,866.4,417.36,MLE,74,22,17,NA,NA,NA,3802,27.64,28.65,10.13,-1.6,197,0.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,AMR,162.18,496.16,278.48,288.95,496.16,278.48,217.68,MLE,75,21,NA,NA,NA,NA,29988,26.16,29.18,9.12,-1.3,137,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,AMR,162.18,496.16,278.48,288.95,496.16,278.48,217.68,BTSX,77,22,NA,NA,NA,NA,29988,26.16,29.18,9.12,-1.3,137,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,AMR,162.18,496.16,278.48,288.95,496.16,278.48,217.68,FMLE,78,23,9,3,9,3,29988,26.16,29.18,9.12,-1.3,137,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,WPR,32.17,168.62,56.2,96.51,168.62,56.2,112.42,FMLE,73,19,10,8,10,8,96707,22.74,34.53,6.21,-1.7,838,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,WPR,32.17,168.62,56.2,96.51,168.62,56.2,112.42,BTSX,69,18,29,23,28,23,96707,22.74,34.53,6.21,-1.7,838,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,WPR,32.17,168.62,56.2,96.51,168.62,56.2,112.42,MLE,66,16,47,38,47,38,96707,22.74,34.53,6.21,-1.7,838,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Palau,PLW,WPR,694.78,1599.6,1195.64,929.52,1599.6,1195.64,403.96,BTSX,72,19,23,19,23,19,21,NA,30.1,8.84,0,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Palau,PLW,WPR,694.78,1599.6,1195.64,929.52,1599.6,1195.64,403.96,FMLE,77,22,9,7,9,7,21,NA,30.1,8.84,0,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Palau,PLW,WPR,694.78,1599.6,1195.64,929.52,1599.6,1195.64,403.96,MLE,68,16,37,31,37,31,21,NA,30.1,8.84,0,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,WPR,62.32,115.22,91.05,78.87,115.22,91.05,24.17,FMLE,65,17,31,27,31,27,7167,20.72,38.37,4.79,-2.2,670,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,WPR,62.32,115.22,91.05,78.87,115.22,91.05,24.17,MLE,61,13,58,54,58,54,7167,20.72,38.37,4.79,-2.2,670,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,WPR,62.32,115.22,91.05,78.87,115.22,91.05,24.17,BTSX,63,15,44,41,44,41,7167,20.72,38.37,4.79,-2.2,670,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,EUR,640.3,1422.7,1013.32,898.98,1422.7,1013.32,409.38,BTSX,76,21,31,27,31,27,38211,38.55,14.91,20.48,0,1586,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,EUR,640.3,1422.7,1013.32,898.98,1422.7,1013.32,409.38,MLE,72,18,36,33,36,33,38211,38.55,14.91,20.48,0,1586,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,EUR,640.3,1422.7,1013.32,898.98,1422.7,1013.32,409.38,FMLE,81,23,25,22,25,22,38211,38.55,14.91,20.48,0,1586,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
North Korea,PRK,SEAR,NA,NA,NA,NA,NA,NA,NA,FMLE,72,19,NA,NA,NA,NA,24763,33.4,21.98,12.74,-0.5,650,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
North Korea,PRK,SEAR,NA,NA,NA,NA,NA,NA,NA,BTSX,69,17,NA,NA,NA,NA,24763,33.4,21.98,12.74,-0.5,650,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
North Korea,PRK,SEAR,NA,NA,NA,NA,NA,NA,NA,MLE,65,14,NA,NA,NA,NA,24763,33.4,21.98,12.74,-0.5,650,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,EUR,1480.04,2624.38,1681.02,2310.62,2624.38,1681.02,943.36,MLE,77,21,32,28,32,28,10604,41.81,14.92,24.39,-0.1,1114,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,EUR,1480.04,2624.38,1681.02,2310.62,2624.38,1681.02,943.36,BTSX,80,23,24,20,24,20,10604,41.81,14.92,24.39,-0.1,1114,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,EUR,1480.04,2624.38,1681.02,2310.62,2624.38,1681.02,943.36,FMLE,83,25,16,13,16,13,10604,41.81,14.92,24.39,-0.1,1114,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,AMR,135.71,526.47,203.02,351.91,526.47,203.02,323.45,FMLE,78,23,14,7,13,6,6687,23.59,32.78,8.01,-1.7,619,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,AMR,135.71,526.47,203.02,351.91,526.47,203.02,323.45,BTSX,75,21,22,15,21,14,6687,23.59,32.78,8.01,-1.7,619,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,AMR,135.71,526.47,203.02,351.91,526.47,203.02,323.45,MLE,72,20,30,22,29,21,6687,23.59,32.78,8.01,-1.7,619,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,EMR,1396.07,1707.2,1342.01,1775.98,1707.2,1342.01,365.19,BTSX,82,25,NA,NA,NA,NA,2051,31.64,13.28,1.73,-7.1,281,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,EMR,1396.07,1707.2,1342.01,1775.98,1707.2,1342.01,365.19,FMLE,81,24,NA,NA,NA,NA,2051,31.64,13.28,1.73,-7.1,281,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,EMR,1396.07,1707.2,1342.01,1775.98,1707.2,1342.01,365.19,MLE,83,27,NA,NA,NA,NA,2051,31.64,13.28,1.73,-7.1,281,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,EUR,400.91,901.48,723.24,499.72,901.48,723.24,178.24,MLE,70,17,46,39,46,39,21755,39.09,15.05,20.66,0.2,1404,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,EUR,400.91,901.48,723.24,499.72,901.48,723.24,178.24,BTSX,74,20,35,29,35,29,21755,39.09,15.05,20.66,0.2,1404,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,EUR,400.91,901.48,723.24,499.72,901.48,723.24,178.24,FMLE,78,22,24,19,24,19,21755,39.09,15.05,20.66,0.2,1404,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,481.77,1316.32,786.12,806.7,1316.32,786.12,530.2,FMLE,75,20,24,18,24,18,143000,38.22,15.45,18.6,0,2786,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,481.77,1316.32,786.12,806.7,1316.32,786.12,530.2,MLE,63,14,59,54,59,53,143000,38.22,15.45,18.6,0,2786,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,481.77,1316.32,786.12,806.7,1316.32,786.12,530.2,BTSX,69,18,42,36,41,36,143000,38.22,15.45,18.6,0,2786,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,AFR,35.58,134.64,76.38,62.72,134.64,76.38,58.26,FMLE,61,17,NA,NA,NA,NA,11458,18.05,43.56,3.94,-2.8,94,2.9
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,AFR,35.58,134.64,76.38,62.72,134.64,76.38,58.26,MLE,58,16,NA,NA,NA,NA,11458,18.05,43.56,3.94,-2.8,94,2.9
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,AFR,35.58,134.64,76.38,62.72,134.64,76.38,58.26,BTSX,60,16,NA,NA,NA,NA,11458,18.05,43.56,3.94,-2.8,94,2.9
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,EMR,522.3,901.36,621.32,757.72,901.36,621.32,280.04,MLE,74,17,24,18,19,13,28288,27.03,29.69,4.59,-1.9,809,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,EMR,522.3,901.36,621.32,757.72,901.36,621.32,280.04,BTSX,76,20,12,9,10,7,28288,27.03,29.69,4.59,-1.9,809,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,EMR,522.3,901.36,621.32,757.72,901.36,621.32,280.04,FMLE,80,22,1,0,0,0,28288,27.03,29.69,4.59,-1.9,809,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,EMR,29.4,179.55,50.98,103.53,179.55,50.98,128.57,MLE,60,17,24,22,21,19,37195,19.02,41.48,4.99,-2.1,75,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,EMR,29.4,179.55,50.98,103.53,179.55,50.98,128.57,BTSX,62,17,13,12,11,10,37195,19.02,41.48,4.99,-2.1,75,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,EMR,29.4,179.55,50.98,103.53,179.55,50.98,128.57,FMLE,64,18,2,2,1,1,37195,19.02,41.48,4.99,-2.1,75,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,AFR,39.05,118.5,69.1,66.97,118.5,69.1,49.4,MLE,60,13,16,13,12,9,13726,18.01,43.54,4.57,-2.9,398,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,AFR,39.05,118.5,69.1,66.97,118.5,69.1,49.4,BTSX,61,13,8,7,6,5,13726,18.01,43.54,4.57,-2.9,398,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,AFR,39.05,118.5,69.1,66.97,118.5,69.1,49.4,FMLE,62,14,0,0,0,0,13726,18.01,43.54,4.57,-2.9,398,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,709.23,2786.96,864.51,2286.38,2786.96,864.51,1922.45,BTSX,82,25,21,15,19,13,5303,37.88,16.48,15.13,-2.1,547,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,709.23,2786.96,864.51,2286.38,2786.96,864.51,1922.45,FMLE,85,26,6,4,5,4,5303,37.88,16.48,15.13,-2.1,547,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,709.23,2786.96,864.51,2286.38,2786.96,864.51,1922.45,MLE,80,23,35,25,33,23,5303,37.88,16.48,15.13,-2.1,547,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,WPR,127.01,259.86,246.33,133.99,259.86,246.33,13.53,BTSX,70,17,32,27,32,27,550,19.62,40.37,5.1,-2.2,18,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,WPR,127.01,259.86,246.33,133.99,259.86,246.33,13.53,MLE,68,16,46,41,46,41,550,19.62,40.37,5.1,-2.2,18,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,WPR,127.01,259.86,246.33,133.99,259.86,246.33,13.53,FMLE,71,18,19,14,19,14,550,19.62,40.37,5.1,-2.2,18,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,AFR,12.34,165.24,29.74,68.54,165.24,29.74,135.5,FMLE,47,10,8,7,1,0,5979,18.98,41.74,4.41,-1.9,177,1.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,AFR,12.34,165.24,29.74,68.54,165.24,29.74,135.5,MLE,46,11,39,37,30,27,5979,18.98,41.74,4.41,-1.9,177,1.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,AFR,12.34,165.24,29.74,68.54,165.24,29.74,135.5,BTSX,47,11,23,22,16,14,5979,18.98,41.74,4.41,-1.9,177,1.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,AMR,158.99,466.57,295.36,251.14,466.57,295.36,171.21,MLE,68,20,NA,NA,NA,NA,6297,23.78,30.62,9.64,-0.7,209,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,AMR,158.99,466.57,295.36,251.14,466.57,295.36,171.21,FMLE,76,22,NA,NA,NA,NA,6297,23.78,30.62,9.64,-0.7,209,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,AMR,158.99,466.57,295.36,251.14,466.57,295.36,171.21,BTSX,72,21,NA,NA,NA,NA,6297,23.78,30.62,9.64,-0.7,209,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,EUR,3049.87,3279.43,2778.15,3600.18,3279.43,2778.15,501.28,BTSX,83,25,NA,NA,NA,NA,31,NA,14.04,26.97,0,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,EUR,3049.87,3279.43,2778.15,3600.18,3279.43,2778.15,501.28,FMLE,83,25,NA,NA,NA,NA,31,NA,14.04,26.97,0,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,EUR,3049.87,3279.43,2778.15,3600.18,3279.43,2778.15,501.28,MLE,82,24,NA,NA,NA,NA,31,NA,14.04,26.97,0,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,EMR,NA,NA,NA,NA,NA,NA,NA,FMLE,52,16,NA,NA,NA,NA,10195,16.25,47.35,4.46,-2.9,67,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,EMR,NA,NA,NA,NA,NA,NA,NA,BTSX,50,15,NA,NA,NA,NA,10195,16.25,47.35,4.46,-2.9,67,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,EMR,NA,NA,NA,NA,NA,NA,NA,MLE,48,15,NA,NA,NA,NA,10195,16.25,47.35,4.46,-2.9,67,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,EUR,386.63,1195.22,742.87,622.05,1195.22,742.87,452.35,MLE,72,17,38,33,38,33,9553,38.38,16.45,20.52,0.5,2861,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,EUR,386.63,1195.22,742.87,622.05,1195.22,742.87,452.35,FMLE,77,20,27,24,27,24,9553,38.38,16.45,20.52,0.5,2861,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,EUR,386.63,1195.22,742.87,622.05,1195.22,742.87,452.35,BTSX,74,19,32,29,32,29,9553,38.38,16.45,20.52,0.5,2861,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,EMR,13.46,NA,NA,32.47,NA,NA,NA,FMLE,55,17,NA,NA,NA,NA,10838,18.52,42.28,5.26,-4.3,NA,3.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,EMR,13.46,NA,NA,32.47,NA,NA,NA,MLE,53,16,NA,NA,NA,NA,10838,18.52,42.28,5.26,-4.3,NA,3.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,EMR,13.46,NA,NA,32.47,NA,NA,NA,BTSX,54,16,NA,NA,NA,NA,10838,18.52,42.28,5.26,-4.3,NA,3.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe ,STP,AFR,39.02,164.06,54.51,117.44,164.06,54.51,109.55,MLE,62,17,9,6,8,5,188,19.13,41.6,4.76,-2.7,69,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe ,STP,AFR,39.02,164.06,54.51,117.44,164.06,54.51,109.55,BTSX,63,18,5,4,5,3,188,19.13,41.6,4.76,-2.7,69,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe ,STP,AFR,39.02,164.06,54.51,117.44,164.06,54.51,109.55,FMLE,65,18,2,0,0,0,188,19.13,41.6,4.76,-2.7,69,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
