country,iso3,region,HealthExpPC.Govt.exch,HealthExpPC.Tot.ppp,HealthExpPC.Govt.ppp,HealthExpPC.Tot.exch,total,govt,private,sex,lifeexp.Birth,lifeexp.At60,smoking.tobacco.current,smoking.tobacco.daily,smoking.cig.current,smoking.cig.daily,Pop.Total,Pop.MedAge,Pop.pCntUnder15,Pop.pCntOver60,Pop.pCntAnnGrowth,consumption.cigPC,hiv_prev15_49
Suriname,SUR,AMR,244.08,540.88,287.62,459,540.88,287.62,253.26,FMLE,76,22,NA,NA,NA,NA,535,28.18,27.83,9.55,-0.9,57,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,AMR,244.08,540.88,287.62,459,540.88,287.62,253.26,MLE,69,18,NA,NA,NA,NA,535,28.18,27.83,9.55,-0.9,57,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,AMR,244.08,540.88,287.62,459,540.88,287.62,253.26,BTSX,72,20,NA,NA,NA,NA,535,28.18,27.83,9.55,-0.9,57,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,977.97,2087.9,1331.24,1533.83,2087.9,1331.24,756.66,FMLE,80,23,19,15,19,15,5446,37.87,15,18.6,-0.1,1403,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,977.97,2087.9,1331.24,1533.83,2087.9,1331.24,756.66,MLE,72,18,39,32,39,32,5446,37.87,15,18.6,-0.1,1403,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,977.97,2087.9,1331.24,1533.83,2087.9,1331.24,756.66,BTSX,76,20,29,23,29,23,5446,37.87,15,18.6,-0.1,1403,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,1614.97,2518.87,1833.62,2218.5,2518.87,1833.62,685.25,FMLE,83,25,22,18,22,18,2068,42.1,14.16,23.16,-0.3,2369,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,1614.97,2518.87,1833.62,2218.5,2518.87,1833.62,685.25,MLE,77,21,30,26,30,26,2068,42.1,14.16,23.16,-0.3,2369,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,1614.97,2518.87,1833.62,2218.5,2518.87,1833.62,685.25,BTSX,80,23,26,22,26,22,2068,42.1,14.16,23.16,-0.3,2369,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,4314.47,3869.51,3131.8,5330.77,3869.51,3131.8,737.71,FMLE,84,25,NA,NA,NA,NA,9511,40.91,16.71,25.32,-0.7,715,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,4314.47,3869.51,3131.8,5330.77,3869.51,3131.8,737.71,BTSX,82,24,NA,NA,NA,NA,9511,40.91,16.71,25.32,-0.7,715,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,4314.47,3869.51,3131.8,5330.77,3869.51,3131.8,737.71,MLE,80,23,NA,NA,NA,NA,9511,40.91,16.71,25.32,-0.7,715,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,SWZ,AFR,183.83,433.51,300.94,264.81,433.51,300.94,132.57,FMLE,51,17,2,0,2,0,1231,19.82,38.05,5.34,-1.6,303,26
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,SWZ,AFR,183.83,433.51,300.94,264.81,433.51,300.94,132.57,BTSX,50,16,9,6,8,5,1231,19.82,38.05,5.34,-1.6,303,26
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,SWZ,AFR,183.83,433.51,300.94,264.81,433.51,300.94,132.57,MLE,49,15,16,11,14,9,1231,19.82,38.05,5.34,-1.6,303,26
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,AFR,403.77,989.37,910.87,438.56,989.37,910.87,78.5,FMLE,78,23,5,3,2,1,92,32.26,21.95,10.05,0,565,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,AFR,403.77,989.37,910.87,438.56,989.37,910.87,78.5,BTSX,74,20,14,11,12,9,92,32.26,21.95,10.05,0,565,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,AFR,403.77,989.37,910.87,438.56,989.37,910.87,78.5,MLE,69,17,24,19,21,16,92,32.26,21.95,10.05,0,565,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,EMR,49.52,189.5,92.86,101.06,189.5,92.86,96.64,MLE,73,19,42,40,35,33,21890,22.21,35.35,6.09,-0.4,1013,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,EMR,49.52,189.5,92.86,101.06,189.5,92.86,96.64,FMLE,77,21,NA,NA,NA,NA,21890,22.21,35.35,6.09,-0.4,1013,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,EMR,49.52,189.5,92.86,101.06,189.5,92.86,96.64,BTSX,75,20,NA,NA,NA,NA,21890,22.21,35.35,6.09,-0.4,1013,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,AFR,9.55,65.48,17.76,35.2,65.48,17.76,47.72,BTSX,51,15,13,11,10,8,12448,15.7,48.52,3.8,-3,86,3.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,AFR,9.55,65.48,17.76,35.2,65.48,17.76,47.72,MLE,50,14,22,19,18,14,12448,15.7,48.52,3.8,-3,86,3.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,AFR,9.55,65.48,17.76,35.2,65.48,17.76,47.72,FMLE,53,16,3,2,2,0,12448,15.7,48.52,3.8,-3,86,3.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,AFR,23.45,80.1,41.84,44.88,80.1,41.84,38.26,MLE,55,16,NA,NA,NA,NA,6643,18.82,41.89,4.44,-2.6,307,3.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,AFR,23.45,80.1,41.84,44.88,80.1,41.84,38.26,BTSX,56,17,NA,NA,NA,NA,6643,18.82,41.89,4.44,-2.6,307,3.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,AFR,23.45,80.1,41.84,44.88,80.1,41.84,38.26,FMLE,58,17,NA,NA,NA,NA,6643,18.82,41.89,4.44,-2.6,307,3.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,SEAR,152.31,353.29,266.6,201.84,353.29,266.6,86.69,FMLE,77,22,3,2,3,2,66785,36.42,18.47,13.96,-0.3,560,1.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,SEAR,152.31,353.29,266.6,201.84,353.29,266.6,86.69,BTSX,74,21,24,20,24,20,66785,36.42,18.47,13.96,-0.3,560,1.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,SEAR,152.31,353.29,266.6,201.84,353.29,266.6,86.69,MLE,71,19,45,39,45,38,66785,36.42,18.47,13.96,-0.3,560,1.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,EUR,15.99,135.38,40.03,54.08,135.38,40.03,95.35,FMLE,69,17,NA,NA,NA,NA,8009,21.54,35.75,4.8,-2.5,1046,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,EUR,15.99,135.38,40.03,54.08,135.38,40.03,95.35,BTSX,68,17,NA,NA,NA,NA,8009,21.54,35.75,4.8,-2.5,1046,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,EUR,15.99,135.38,40.03,54.08,135.38,40.03,95.35,MLE,67,17,NA,NA,NA,NA,8009,21.54,35.75,4.8,-2.5,1046,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,EUR,78.43,251.05,152.54,129.07,251.05,152.54,98.51,BTSX,63,16,NA,NA,NA,NA,5173,25.26,28.65,6.3,-1.3,135,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,EUR,78.43,251.05,152.54,129.07,251.05,152.54,98.51,FMLE,67,17,NA,NA,NA,NA,5173,25.26,28.65,6.3,-1.3,135,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,EUR,78.43,251.05,152.54,129.07,251.05,152.54,98.51,MLE,60,15,NA,NA,NA,NA,5173,25.26,28.65,6.3,-1.3,135,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,SEAR,33.11,82.06,58.67,46.31,82.06,58.67,23.39,MLE,63,15,NA,NA,NA,NA,1114,16.4,46.33,5.16,-1.6,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,SEAR,33.11,82.06,58.67,46.31,82.06,58.67,23.39,FMLE,65,17,NA,NA,NA,NA,1114,16.4,46.33,5.16,-1.6,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,SEAR,33.11,82.06,58.67,46.31,82.06,58.67,23.39,BTSX,64,16,NA,NA,NA,NA,1114,16.4,46.33,5.16,-1.6,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,WPR,183.18,245.37,205.05,219.2,245.37,205.05,40.32,MLE,73,18,44,38,44,38,105,21.28,37.33,7.96,0,48,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,WPR,183.18,245.37,205.05,219.2,245.37,205.05,40.32,FMLE,70,19,13,8,13,8,105,21.28,37.33,7.96,0,48,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,WPR,183.18,245.37,205.05,219.2,245.37,205.05,40.32,BTSX,72,19,28,23,28,23,105,21.28,37.33,7.96,0,48,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,AMR,505.76,1487.85,787.17,955.96,1487.85,787.17,700.68,MLE,66,16,27,26,25,23,1337,32.84,20.73,13.18,-0.3,1106,1.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,AMR,505.76,1487.85,787.17,955.96,1487.85,787.17,700.68,FMLE,75,21,11,10,10,9,1337,32.84,20.73,13.18,-0.3,1106,1.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,AMR,505.76,1487.85,787.17,955.96,1487.85,787.17,700.68,BTSX,71,18,19,18,18,16,1337,32.84,20.73,13.18,-0.3,1106,1.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,EMR,146.83,584.16,321.74,266.59,584.16,321.74,262.42,FMLE,78,21,5,5,4,4,10875,29.89,23.22,10.49,-1.1,1628,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,EMR,146.83,584.16,321.74,266.59,584.16,321.74,262.42,MLE,74,19,58,57,53,51,10875,29.89,23.22,10.49,-1.1,1628,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,EMR,146.83,584.16,321.74,266.59,584.16,321.74,262.42,BTSX,76,20,32,31,28,27,10875,29.89,23.22,10.49,-1.1,1628,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,EUR,521.79,1160.52,869.75,696.23,1160.52,869.75,290.77,BTSX,76,20,31,27,30,27,73997,29.04,26,10.56,-1.3,1399,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,EUR,521.79,1160.52,869.75,696.23,1160.52,869.75,290.77,MLE,73,18,47,43,46,42,73997,29.04,26,10.56,-1.3,1399,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,EUR,521.79,1160.52,869.75,696.23,1160.52,869.75,290.77,FMLE,78,22,15,11,14,11,73997,29.04,26,10.56,-1.3,1399,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,WPR,628.52,468.79,468.28,629.19,468.79,468.28,0.51,BTSX,64,15,35,31,35,31,10,NA,30.61,9.07,0,29,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,WPR,628.52,468.79,468.28,629.19,468.79,468.28,0.51,MLE,65,14,51,47,51,47,10,NA,30.61,9.07,0,29,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,WPR,628.52,468.79,468.28,629.19,468.79,468.28,0.51,FMLE,64,15,20,16,20,16,10,NA,30.61,9.07,0,29,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,AFR,14.75,107.41,42.45,37.33,107.41,42.45,64.96,MLE,58,17,21,17,17,13,47783,17.49,44.85,4.89,-3,132,5.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,AFR,14.75,107.41,42.45,37.33,107.41,42.45,64.96,BTSX,59,17,12,10,9,7,47783,17.49,44.85,4.89,-3,132,5.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,AFR,14.75,107.41,42.45,37.33,107.41,42.45,64.96,FMLE,61,18,3,2,1,0,47783,17.49,44.85,4.89,-3,132,5.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,AFR,11.15,127.98,33.66,42.4,127.98,33.66,94.32,MLE,54,16,16,12,15,11,36346,15.68,48.54,3.72,-3.4,24,7.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,AFR,11.15,127.98,33.66,42.4,127.98,33.66,94.32,FMLE,57,17,3,2,1,0,36346,15.68,48.54,3.72,-3.4,24,7.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,AFR,11.15,127.98,33.66,42.4,127.98,33.66,94.32,BTSX,56,17,10,7,8,6,36346,15.68,48.54,3.72,-3.4,24,7.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,EUR,135.98,527.52,272.71,263.04,527.52,272.71,254.81,MLE,65,15,50,46,50,46,45530,39.62,14.18,20.76,0.6,2401,0.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,EUR,135.98,527.52,272.71,263.04,527.52,272.71,254.81,FMLE,76,20,13,10,13,10,45530,39.62,14.18,20.76,0.6,2401,0.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,EUR,135.98,527.52,272.71,263.04,527.52,272.71,254.81,BTSX,71,18,32,28,32,28,45530,39.62,14.18,20.76,0.6,2401,0.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,AMR,746.96,1209.72,817.8,1104.93,1209.72,817.8,391.92,MLE,73,19,31,25,31,25,3395,34.16,22.05,18.59,-0.4,770,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,AMR,746.96,1209.72,817.8,1104.93,1209.72,817.8,391.92,BTSX,77,21,27,22,26,21,3395,34.16,22.05,18.59,-0.4,770,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,AMR,746.96,1209.72,817.8,1104.93,1209.72,817.8,391.92,FMLE,80,24,22,18,22,18,3395,34.16,22.05,18.59,-0.4,770,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,AMR,3954.19,8607.88,3954.19,8607.88,8607.88,3954.19,4653.69,FMLE,81,24,25,15,24,15,318000,37.3,19.63,19.31,-0.9,1028,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,AMR,3954.19,8607.88,3954.19,8607.88,8607.88,3954.19,4653.69,MLE,76,21,33,17,28,16,318000,37.3,19.63,19.31,-0.9,1028,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,AMR,3954.19,8607.88,3954.19,8607.88,8607.88,3954.19,4653.69,BTSX,79,23,29,16,26,15,318000,37.3,19.63,19.31,-0.9,1028,0.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,EUR,45.43,189.46,97.36,88.4,189.46,97.36,92.1,FMLE,71,18,3,2,3,2,28541,24.88,28.9,6.38,-1.4,449,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,EUR,45.43,189.46,97.36,88.4,189.46,97.36,92.1,MLE,66,16,22,18,22,18,28541,24.88,28.9,6.38,-1.4,449,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,EUR,45.43,189.46,97.36,88.4,189.46,97.36,92.1,BTSX,68,17,13,10,13,10,28541,24.88,28.9,6.38,-1.4,449,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,VCT,AMR,253.38,532.77,435.47,310,532.77,435.47,97.3,BTSX,74,21,12,11,12,11,109,28.64,25.7,9.92,0,351,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,VCT,AMR,253.38,532.77,435.47,310,532.77,435.47,97.3,FMLE,76,22,6,5,6,5,109,28.64,25.7,9.92,0,351,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,VCT,AMR,253.38,532.77,435.47,310,532.77,435.47,97.3,MLE,71,19,18,17,18,17,109,28.64,25.7,9.92,0,351,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,VEN,AMR,203.7,659.16,241.89,555.09,659.16,241.89,417.27,BTSX,75,23,NA,NA,NA,NA,29955,26.73,28.84,9.17,-1.5,496,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,VEN,AMR,203.7,659.16,241.89,555.09,659.16,241.89,417.27,FMLE,79,24,NA,NA,NA,NA,29955,26.73,28.84,9.17,-1.5,496,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,VEN,AMR,203.7,659.16,241.89,555.09,659.16,241.89,417.27,MLE,72,21,NA,NA,NA,NA,29955,26.73,28.84,9.17,-1.5,496,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,WPR,38.25,231.43,93.39,94.81,231.43,93.39,138.04,FMLE,77,22,2,1,1,1,90796,29.41,22.87,9.32,-1,1001,0.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,WPR,38.25,231.43,93.39,94.81,231.43,93.39,138.04,MLE,73,20,48,40,40,31,90796,29.41,22.87,9.32,-1,1001,0.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,WPR,38.25,231.43,93.39,94.81,231.43,93.39,138.04,BTSX,75,21,25,20,21,16,90796,29.41,22.87,9.32,-1,1001,0.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,WPR,117.39,190.66,167.56,133.57,190.66,167.56,23.1,MLE,71,17,43,20,42,19,247,21.56,37.37,6.02,-2,43,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,WPR,117.39,190.66,167.56,133.57,190.66,167.56,23.1,BTSX,72,18,25,11,24,11,247,21.56,37.37,6.02,-2,43,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,WPR,117.39,190.66,167.56,133.57,190.66,167.56,23.1,FMLE,74,19,8,2,6,2,247,21.56,37.37,6.02,-2,43,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,WPR,220.88,321.32,285.82,248.31,321.32,285.82,35.5,BTSX,73,19,41,NA,41,NA,189,20.95,37.88,7.39,-1.1,34,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,WPR,220.88,321.32,285.82,248.31,321.32,285.82,35.5,MLE,70,16,58,NA,58,NA,189,20.95,37.88,7.39,-1.1,34,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,WPR,220.88,321.32,285.82,248.31,321.32,285.82,35.5,FMLE,76,21,23,NA,23,NA,189,20.95,37.88,7.39,-1.1,34,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Yemen,YEM,EMR,18.45,152.48,31.85,88.35,152.48,31.85,120.63,FMLE,66,17,11,10,10,10,23852,18.78,40.72,4.54,-2.3,402,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Yemen,YEM,EMR,18.45,152.48,31.85,88.35,152.48,31.85,120.63,MLE,63,16,35,32,30,26,23852,18.78,40.72,4.54,-2.3,402,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Yemen,YEM,EMR,18.45,152.48,31.85,88.35,152.48,31.85,120.63,BTSX,64,17,23,21,20,18,23852,18.78,40.72,4.54,-2.3,402,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,328.76,942.5,449.54,689.27,942.5,449.54,492.96,BTSX,58,17,16,13,14,11,52386,25.7,29.53,8.44,-0.8,459,17.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,328.76,942.5,449.54,689.27,942.5,449.54,492.96,FMLE,60,18,8,7,7,5,52386,25.7,29.53,8.44,-0.8,459,17.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,328.76,942.5,449.54,689.27,942.5,449.54,492.96,MLE,57,15,24,19,21,17,52386,25.7,29.53,8.44,-0.8,459,17.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,AFR,52.15,99.32,59.38,87.22,99.32,59.38,39.94,BTSX,55,16,14,11,12,9,14075,16.54,46.73,3.95,-3.2,74,12.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,AFR,52.15,99.32,59.38,87.22,99.32,59.38,39.94,FMLE,56,17,4,3,2,1,14075,16.54,46.73,3.95,-3.2,74,12.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,AFR,52.15,99.32,59.38,87.22,99.32,59.38,39.94,MLE,54,16,24,19,22,17,14075,16.54,46.73,3.95,-3.2,74,12.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,NA,NA,NA,NA,NA,NA,NA,BTSX,54,18,17,14,13,10,13724,19.18,40.24,5.68,-2.7,189,14.9
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,NA,NA,NA,NA,NA,NA,NA,MLE,53,17,30,24,25,19,13724,19.18,40.24,5.68,-2.7,189,14.9
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,NA,NA,NA,NA,NA,NA,NA,FMLE,55,19,4,3,2,1,13724,19.18,40.24,5.68,-2.7,189,14.9
